aint,10,239,6,255,0.042635659,0.930232558,0.027131783,0.972868217
talking,18,210,26,254,0.073929961,0.821011673,0.105058366,0.894941634
twitter,11,216,27,254,0.046692607,0.844357977,0.108949416,0.891050584
ugly,31,213,8,252,0.125490196,0.839215686,0.035294118,0.964705882
cunt,25,225,0,250,0.102766798,0.893280632,0.003952569,0.99604743
tho,6,215,28,249,0.027777778,0.857142857,0.115079365,0.884920635
ur,27,199,21,247,0.112,0.8,0.088,0.912
into,18,160,68,246,0.076305221,0.646586345,0.277108434,0.722891566
getting,8,195,39,242,0.036734694,0.8,0.163265306,0.836734694
stupid,35,195,11,241,0.147540984,0.803278689,0.049180328,0.950819673
i'll,14,200,25,239,0.061983471,0.830578512,0.107438017,0.892561983
nigger,111,124,1,236,0.468619247,0.523012552,0.008368201,0.991631799
yall,11,215,7,233,0.050847458,0.915254237,0.033898305,0.966101695
birds,1,51,169,221,0.008928571,0.232142857,0.758928571,0.241071428
yeah,8,182,31,221,0.040178571,0.816964286,0.142857143,0.857142857
fag,75,138,1,214,0.350230415,0.640552995,0.00921659,0.99078341
today,8,141,63,212,0.041860465,0.660465116,0.297674419,0.702325581
ho,4,121,81,206,0.023923445,0.583732057,0.392344498,0.607655502
mad,10,180,14,204,0.053140097,0.874396135,0.072463768,0.927536232
around,12,155,31,198,0.064676617,0.776119403,0.15920398,0.84079602
em,8,176,14,198,0.044776119,0.880597015,0.074626866,0.925373134
cuz,7,172,17,196,0.040201005,0.869346734,0.090452261,0.909547739
smh,22,155,18,195,0.116161616,0.787878788,0.095959596,0.904040404
someone,11,141,34,186,0.063492063,0.751322751,0.185185185,0.814814814
called,15,140,26,181,0.086956522,0.766304348,0.14673913,0.85326087
something,8,146,27,181,0.048913043,0.798913043,0.152173913,0.847826086
he's,15,116,48,179,0.087912088,0.642857143,0.269230769,0.730769231
tryna,4,168,6,178,0.027624309,0.933701657,0.038674033,0.961325966
colored,15,45,117,177,0.088888889,0.255555556,0.655555556,0.344444445
another,19,132,24,175,0.112359551,0.747191011,0.140449438,0.859550562
fucked,5,169,0,174,0.033898305,0.960451977,0.005649718,0.994350282
shut,23,140,11,174,0.13559322,0.796610169,0.06779661,0.932203389
nicca,11,143,16,170,0.069364162,0.832369942,0.098265896,0.901734104
monkey,15,43,111,169,0.093023256,0.255813953,0.651162791,0.348837209
b,6,137,23,166,0.041420118,0.816568047,0.142011834,0.857988165
crazy,2,151,11,164,0.017964072,0.910179641,0.071856287,0.928143713
didn't,4,125,35,164,0.02994012,0.754491018,0.215568862,0.784431138
god,12,121,25,158,0.080745342,0.757763975,0.161490683,0.838509317
she's,9,129,19,157,0.0625,0.8125,0.125,0.875
w,9,115,31,155,0.063291139,0.734177215,0.202531646,0.797468354
looking,9,120,23,152,0.064516129,0.780645161,0.15483871,0.84516129
haha,5,131,15,151,0.038961039,0.857142857,0.103896104,0.896103896
having,3,124,23,150,0.026143791,0.816993464,0.156862745,0.843137255
gon,2,138,4,144,0.020408163,0.945578231,0.034013605,0.965986394
hell,6,124,14,144,0.047619048,0.850340136,0.102040816,0.897959184
doing,5,114,24,143,0.04109589,0.787671233,0.171232877,0.828767123
thats,6,123,13,142,0.048275862,0.855172414,0.096551724,0.903448276
bruh,9,124,8,141,0.069444444,0.868055556,0.0625,0.9375
friends,8,111,22,141,0.0625,0.777777778,0.159722222,0.840277778
bro,7,114,19,140,0.055944056,0.804195804,0.13986014,0.86013986
gay,32,100,7,139,0.232394366,0.711267606,0.056338028,0.943661972
seen,7,111,21,139,0.056338028,0.788732394,0.154929577,0.845070422
yankees,2,7,130,139,0.021126761,0.056338028,0.922535211,0.077464789
s,4,94,38,136,0.035971223,0.683453237,0.28057554,0.71942446
loyal,1,133,1,135,0.014492754,0.971014493,0.014492754,0.985507247
phone,7,103,22,132,0.059259259,0.77037037,0.17037037,0.829629629
swear,6,122,4,132,0.051851852,0.911111111,0.037037037,0.962962963
tonight,2,88,42,132,0.022222222,0.659259259,0.318518519,0.681481481
ima,3,120,8,131,0.029850746,0.902985075,0.067164179,0.932835821
nah,5,113,13,131,0.044776119,0.850746269,0.104477612,0.895522388
trying,10,104,17,131,0.082089552,0.78358209,0.134328358,0.865671642
tweet,6,105,20,131,0.052238806,0.791044776,0.156716418,0.843283582
dude,9,102,19,130,0.07518797,0.77443609,0.15037594,0.84962406
guys,8,100,22,130,0.067669173,0.759398496,0.172932331,0.827067669
cute,5,97,25,127,0.046153846,0.753846154,0.2,0.8
sex,1,108,17,126,0.015503876,0.84496124,0.139534884,0.860465116
i've,2,90,33,125,0.0234375,0.7109375,0.265625,0.734375
already,6,102,16,124,0.05511811,0.811023622,0.133858268,0.866141732
trust,3,113,7,123,0.031746032,0.904761905,0.063492063,0.936507937
funny,7,104,11,122,0.064,0.84,0.096,0.904
niccas,9,111,1,121,0.080645161,0.903225806,0.016129032,0.983870967
makes,10,80,30,120,0.089430894,0.658536585,0.25203252,0.747967479
everybody,3,105,11,119,0.032786885,0.868852459,0.098360656,0.901639344
guy,7,85,27,119,0.06557377,0.704918033,0.229508197,0.770491803
nig,22,85,8,115,0.194915254,0.728813559,0.076271186,0.923728813
mom,6,95,13,114,0.05982906,0.820512821,0.11965812,0.880341881
wtf,4,105,5,114,0.042735043,0.905982906,0.051282051,0.948717949
days,5,94,14,113,0.051724138,0.818965517,0.129310345,0.870689655
kids,10,76,27,113,0.094827586,0.663793103,0.24137931,0.758620689
dis,8,92,12,112,0.07826087,0.808695652,0.113043478,0.886956522
making,10,71,31,112,0.095652174,0.626086957,0.27826087,0.721739131
sorry,6,87,19,112,0.060869565,0.765217391,0.173913043,0.826086956
nobody,3,101,7,111,0.035087719,0.894736842,0.070175439,0.929824561
saying,3,87,20,110,0.03539823,0.778761062,0.185840708,0.814159292
fake,6,97,6,109,0.0625,0.875,0.0625,0.9375
looks,10,71,28,109,0.098214286,0.642857143,0.258928571,0.741071429
tf,4,102,3,109,0.044642857,0.919642857,0.035714286,0.964285714
anything,9,77,20,106,0.091743119,0.71559633,0.19266055,0.807339449
gets,5,68,33,106,0.055045872,0.633027523,0.311926606,0.688073395
hey,9,73,24,106,0.091743119,0.678899083,0.229357798,0.770642202
i'd,5,81,20,106,0.055045872,0.752293578,0.19266055,0.80733945
retard,18,86,2,106,0.174311927,0.798165138,0.027522936,0.972477065
suck,10,88,7,105,0.101851852,0.824074074,0.074074074,0.925925926
doesn't,5,74,25,104,0.056074766,0.700934579,0.242990654,0.757009345
text,2,98,4,104,0.028037383,0.925233645,0.046728972,0.953271028
eating,3,79,20,102,0.038095238,0.761904762,0.2,0.8
o,7,78,17,102,0.076190476,0.752380952,0.171428571,0.828571428
away,7,63,31,101,0.076923077,0.615384615,0.307692308,0.692307692
stfu,14,86,1,101,0.144230769,0.836538462,0.019230769,0.980769231
ok,7,78,15,100,0.077669903,0.766990291,0.155339806,0.844660194
faggots,54,45,0,99,0.539215686,0.450980392,0.009803922,0.990196078
jus,5,88,6,99,0.058823529,0.87254902,0.068627451,0.931372549
pussies,3,96,0,99,0.039215686,0.950980392,0.009803922,0.990196078
bet,6,79,13,98,0.069306931,0.792079208,0.138613861,0.861386139
cant,6,84,7,97,0.07,0.85,0.08,0.92
says,8,70,19,97,0.09,0.71,0.2,0.8
they're,14,60,23,97,0.15,0.61,0.24,0.76
lmfao,10,77,9,96,0.111111111,0.787878788,0.101010101,0.898989899
nigguh,8,88,0,96,0.090909091,0.898989899,0.01010101,0.98989899
playing,3,69,24,96,0.04040404,0.707070707,0.252525253,0.747474747
dem,6,76,13,95,0.071428571,0.785714286,0.142857143,0.857142857
r,4,66,24,94,0.051546392,0.690721649,0.257731959,0.742268041
everyone,3,71,19,93,0.041666667,0.75,0.208333333,0.791666667
everything,5,73,15,93,0.0625,0.770833333,0.166666667,0.833333333
probably,5,72,15,92,0.063157895,0.768421053,0.168421053,0.831578948
nice,3,67,21,91,0.042553191,0.723404255,0.234042553,0.765957446
thanks,2,54,35,91,0.031914894,0.585106383,0.382978723,0.617021277
brownies,0,12,78,90,0.010752688,0.139784946,0.849462366,0.150537634
weed,2,83,5,90,0.032258065,0.903225806,0.064516129,0.935483871
calling,6,77,6,89,0.076086957,0.847826087,0.076086957,0.923913044
ion,4,83,2,89,0.054347826,0.913043478,0.032608696,0.967391304
k,2,77,10,89,0.032608696,0.847826087,0.119565217,0.880434783
niggers,55,33,0,88,0.615384615,0.373626374,0.010989011,0.989010989
there's,7,45,35,87,0.088888889,0.511111111,0.4,0.6
what's,10,68,9,87,0.122222222,0.766666667,0.111111111,0.888888889
yea,4,75,8,87,0.055555556,0.844444444,0.1,0.9
years,6,64,16,86,0.078651685,0.730337079,0.191011236,0.808988764
af,7,69,9,85,0.090909091,0.795454545,0.113636364,0.886363636
bc,7,69,9,85,0.090909091,0.795454545,0.113636364,0.886363636
females,0,81,4,85,0.011363636,0.931818182,0.056818182,0.943181818
queer,30,45,9,84,0.356321839,0.528735632,0.114942529,0.885057471
maybe,2,57,24,83,0.034883721,0.674418605,0.290697674,0.709302326
tweets,3,68,12,83,0.046511628,0.802325581,0.151162791,0.848837209
birthday,9,60,13,82,0.117647059,0.717647059,0.164705882,0.835294118
redneck,12,40,30,82,0.152941176,0.482352941,0.364705882,0.635294117
things,3,54,25,82,0.047058824,0.647058824,0.305882353,0.694117648
used,3,55,23,81,0.047619048,0.666666667,0.285714286,0.714285715
watching,5,47,29,81,0.071428571,0.571428571,0.357142857,0.642857142
bae,0,74,6,80,0.012048193,0.903614458,0.084337349,0.915662651
needs,6,64,10,80,0.084337349,0.78313253,0.13253012,0.867469879
without,7,54,19,80,0.096385542,0.662650602,0.240963855,0.759036144
wanted,4,61,14,79,0.06097561,0.756097561,0.182926829,0.817073171
wants,4,61,14,79,0.06097561,0.756097561,0.182926829,0.817073171
isn't,6,49,23,78,0.086419753,0.617283951,0.296296296,0.703703704
mock,1,11,66,78,0.024691358,0.148148148,0.827160494,0.172839506
omg,5,67,6,78,0.074074074,0.839506173,0.086419753,0.913580247
outta,9,67,2,78,0.12345679,0.839506173,0.037037037,0.962962963
th,0,53,25,78,0.012345679,0.666666667,0.320987654,0.679012346
dyke,29,46,2,77,0.375,0.5875,0.0375,0.9625
okay,4,60,13,77,0.0625,0.7625,0.175,0.825
pic,3,64,10,77,0.05,0.8125,0.1375,0.8625
actually,2,59,15,76,0.037974684,0.759493671,0.202531646,0.797468355
boys,4,63,9,76,0.063291139,0.810126582,0.126582278,0.873417721
myself,1,63,12,76,0.025316456,0.810126582,0.164556962,0.835443038
nd,4,57,15,76,0.063291139,0.734177215,0.202531646,0.797468354
wasn't,5,58,13,76,0.075949367,0.746835443,0.17721519,0.82278481
d,0,58,17,75,0.012820513,0.756410256,0.230769231,0.769230769
wow,9,49,16,74,0.12987013,0.649350649,0.220779221,0.779220779
ex,0,66,7,73,0.013157895,0.881578947,0.105263158,0.894736842
via,2,12,59,73,0.039473684,0.171052632,0.789473684,0.210526316
video,6,29,38,73,0.092105263,0.394736842,0.513157895,0.486842105
y,7,54,12,73,0.105263158,0.723684211,0.171052632,0.828947369
club,1,66,5,72,0.026666667,0.893333333,0.08,0.92
idk,2,60,10,72,0.04,0.813333333,0.146666667,0.853333333
nasty,5,65,2,72,0.08,0.88,0.04,0.96
booty,0,71,0,71,0.013513514,0.972972973,0.013513514,0.986486487
coming,7,51,13,71,0.108108108,0.702702703,0.189189189,0.810810811
couldn't,3,61,7,71,0.054054054,0.837837838,0.108108108,0.891891892
tried,4,58,9,71,0.067567568,0.797297297,0.135135135,0.864864865
chill,6,55,9,70,0.095890411,0.767123288,0.136986301,0.863013699
fags,36,32,2,70,0.506849315,0.452054795,0.04109589,0.95890411
sick,8,54,8,70,0.123287671,0.753424658,0.123287671,0.876712329
smoke,1,65,4,70,0.02739726,0.904109589,0.068493151,0.931506849
somebody,3,59,7,69,0.055555556,0.833333333,0.111111111,0.888888889
acting,6,59,3,68,0.098591549,0.845070423,0.056338028,0.943661972
female,1,55,12,68,0.028169014,0.788732394,0.183098592,0.816901408
goes,4,38,26,68,0.070422535,0.549295775,0.38028169,0.61971831
wearing,3,48,17,68,0.056338028,0.690140845,0.253521127,0.746478873
dirty,6,55,6,67,0.1,0.8,0.1,0.9
eyes,5,41,21,67,0.085714286,0.6,0.314285714,0.685714286
favorite,7,45,15,67,0.114285714,0.657142857,0.228571429,0.771428571
gettin,5,60,2,67,0.085714286,0.871428571,0.042857143,0.957142857
racist,31,20,16,67,0.457142857,0.3,0.242857143,0.757142857
talkin,5,60,2,67,0.085714286,0.871428571,0.042857143,0.957142857
crackers,9,19,38,66,0.144927536,0.289855072,0.565217391,0.434782608
girlfriend,0,63,3,66,0.014492754,0.927536232,0.057971014,0.942028986
ill,5,48,13,66,0.086956522,0.710144928,0.202898551,0.79710145
pregnant,3,57,6,66,0.057971014,0.84057971,0.101449275,0.898550724
wouldn't,8,47,11,66,0.130434783,0.695652174,0.173913043,0.826086957
couple,2,49,14,65,0.044117647,0.735294118,0.220588235,0.779411765
drunk,2,58,5,65,0.044117647,0.867647059,0.088235294,0.911764706
fans,3,32,30,65,0.058823529,0.485294118,0.455882353,0.544117647
jihadi,0,5,60,65,0.014705882,0.088235294,0.897058824,0.102941176
lookin,5,57,3,65,0.088235294,0.852941176,0.058823529,0.94117647
naw,5,53,7,65,0.088235294,0.794117647,0.117647059,0.882352941
respect,2,55,8,65,0.044117647,0.823529412,0.132352941,0.867647059
tired,4,57,4,65,0.073529412,0.852941176,0.073529412,0.926470588
comes,2,54,8,64,0.044776119,0.820895522,0.134328358,0.865671641
let's,4,41,19,64,0.074626866,0.626865672,0.298507463,0.701492538
none,5,51,7,63,0.090909091,0.787878788,0.121212121,0.878787879
st,2,37,24,63,0.045454545,0.575757576,0.378787879,0.621212121
finna,2,56,4,62,0.046153846,0.876923077,0.076923077,0.923076923
flappy,0,15,47,62,0.015384615,0.246153846,0.738461538,0.261538461
hurt,1,54,7,62,0.030769231,0.846153846,0.123076923,0.876923077
outside,3,42,17,62,0.061538462,0.661538462,0.276923077,0.723076924
taking,4,37,21,62,0.076923077,0.584615385,0.338461538,0.661538462
yankee,0,3,59,62,0.015384615,0.061538462,0.923076923,0.076923077
yourself,8,50,4,62,0.138461538,0.784615385,0.076923077,0.923076923
ha,4,48,9,61,0.078125,0.765625,0.15625,0.84375
oreo,1,3,57,61,0.03125,0.0625,0.90625,0.09375
boyfriend,2,54,4,60,0.047619048,0.873015873,0.079365079,0.920634921
cracker,17,20,23,60,0.285714286,0.333333333,0.380952381,0.619047619
imma,2,53,5,60,0.047619048,0.857142857,0.095238095,0.904761905
ppl,3,45,12,60,0.063492063,0.73015873,0.206349206,0.793650793
games,2,37,20,59,0.048387097,0.612903226,0.338709677,0.661290323
lame,11,47,1,59,0.193548387,0.774193548,0.032258065,0.967741935
thinking,2,48,9,59,0.048387097,0.790322581,0.161290323,0.838709678
cheat,1,51,6,58,0.032786885,0.852459016,0.114754098,0.885245901
pics,3,50,5,58,0.06557377,0.836065574,0.098360656,0.901639344
pop,4,46,8,58,0.081967213,0.770491803,0.147540984,0.852459016
sometimes,3,47,8,58,0.06557377,0.786885246,0.147540984,0.852459016
wet,2,52,4,58,0.049180328,0.868852459,0.081967213,0.918032787
ah,1,51,5,57,0.033333333,0.866666667,0.1,0.9
literally,5,41,11,57,0.1,0.7,0.2,0.8
niggaz,5,52,0,57,0.1,0.883333333,0.016666667,0.983333333
sexy,1,45,11,57,0.033333333,0.766666667,0.2,0.8
t,3,41,13,57,0.066666667,0.7,0.233333333,0.766666667
anyone,4,33,19,56,0.084745763,0.576271186,0.338983051,0.661016949
date,4,43,9,56,0.084745763,0.745762712,0.169491525,0.830508475
giving,3,45,8,56,0.06779661,0.779661017,0.152542373,0.847457627
instagram,0,54,2,56,0.016949153,0.93220339,0.050847458,0.949152543
ratchet,1,54,1,56,0.033898305,0.93220339,0.033898305,0.966101695
sad,1,47,8,56,0.033898305,0.813559322,0.152542373,0.847457627
shoot,6,41,9,56,0.118644068,0.711864407,0.169491525,0.830508475
yu,1,52,3,56,0.033898305,0.898305085,0.06779661,0.93220339
almost,4,39,12,55,0.086206897,0.689655172,0.224137931,0.775862069
coon,21,20,14,55,0.379310345,0.362068966,0.25862069,0.741379311
lose,1,39,15,55,0.034482759,0.689655172,0.275862069,0.724137931
ma,2,53,0,55,0.051724138,0.931034483,0.017241379,0.982758621
means,7,36,12,55,0.137931034,0.637931034,0.224137931,0.775862068
oreos,1,7,47,55,0.034482759,0.137931034,0.827586207,0.172413793
times,2,46,7,55,0.051724138,0.810344828,0.137931034,0.862068966
relationship,0,52,2,54,0.01754386,0.929824561,0.052631579,0.947368421
serious,4,42,8,54,0.087719298,0.754385965,0.157894737,0.842105263
understand,5,39,10,54,0.105263158,0.701754386,0.192982456,0.807017544
obama,5,25,23,53,0.107142857,0.464285714,0.428571429,0.571428571
quit,4,48,1,53,0.089285714,0.875,0.035714286,0.964285714
dudes,2,47,3,52,0.054545455,0.872727273,0.072727273,0.927272728
hella,0,49,3,52,0.018181818,0.909090909,0.072727273,0.927272727
killed,4,34,14,52,0.090909091,0.636363636,0.272727273,0.727272727
slap,0,51,1,52,0.018181818,0.945454545,0.036363636,0.963636363
thirsty,2,48,2,52,0.054545455,0.890909091,0.054545455,0.945454546
thot,0,51,1,52,0.018181818,0.945454545,0.036363636,0.963636363
tomorrow,2,38,12,52,0.054545455,0.709090909,0.236363636,0.763636364
you'll,5,40,7,52,0.109090909,0.745454545,0.145454545,0.854545454
annoying,1,45,5,51,0.037037037,0.851851852,0.111111111,0.888888889
attention,4,44,3,51,0.092592593,0.833333333,0.074074074,0.925925926
crying,5,41,5,51,0.111111111,0.777777778,0.111111111,0.888888889
different,2,42,7,51,0.055555556,0.796296296,0.148148148,0.851851852
instead,3,33,15,51,0.074074074,0.62962963,0.296296296,0.703703704
kid,1,37,13,51,0.037037037,0.703703704,0.259259259,0.740740741
kno,0,45,6,51,0.018518519,0.851851852,0.12962963,0.870370371
till,2,41,8,51,0.055555556,0.777777778,0.166666667,0.833333334
unless,3,38,10,51,0.074074074,0.722222222,0.203703704,0.796296296
weak,3,45,3,51,0.074074074,0.851851852,0.074074074,0.925925926
weekend,0,39,12,51,0.018518519,0.740740741,0.240740741,0.75925926
ate,1,35,14,50,0.037735849,0.679245283,0.283018868,0.716981132
bye,1,46,3,50,0.037735849,0.886792453,0.075471698,0.924528302
feelings,1,48,1,50,0.037735849,0.924528302,0.037735849,0.962264151
likes,6,41,3,50,0.132075472,0.79245283,0.075471698,0.924528302
started,1,43,6,50,0.037735849,0.830188679,0.132075472,0.867924528
bunch,5,40,4,49,0.115384615,0.788461538,0.096153846,0.903846153
hood,7,38,4,49,0.153846154,0.75,0.096153846,0.903846154
knows,6,38,5,49,0.134615385,0.75,0.115384615,0.884615385
sum,2,44,3,49,0.057692308,0.865384615,0.076923077,0.923076923
tranny,6,31,12,49,0.134615385,0.615384615,0.25,0.75
uncle,11,17,21,49,0.230769231,0.346153846,0.423076923,0.576923077
who's,4,36,9,49,0.096153846,0.711538462,0.192307692,0.807692308
words,1,44,4,49,0.038461538,0.865384615,0.096153846,0.903846153
asian,4,15,29,48,0.098039216,0.31372549,0.588235294,0.411764706
asked,3,31,14,48,0.078431373,0.62745098,0.294117647,0.705882353
bag,3,28,17,48,0.078431373,0.568627451,0.352941176,0.647058824
business,5,40,3,48,0.117647059,0.803921569,0.078431373,0.921568628
g,4,37,7,48,0.098039216,0.745098039,0.156862745,0.843137255
hahaha,0,38,10,48,0.019607843,0.764705882,0.215686275,0.784313725
nudes,2,40,6,48,0.058823529,0.803921569,0.137254902,0.862745098
shot,3,31,14,48,0.078431373,0.62745098,0.294117647,0.705882353
sole,0,3,45,48,0.019607843,0.078431373,0.901960784,0.098039216
telling,2,38,8,48,0.058823529,0.764705882,0.176470588,0.823529411
wake,3,42,3,48,0.078431373,0.843137255,0.078431373,0.921568628
alone,4,37,6,47,0.1,0.76,0.14,0.86
forget,4,38,5,47,0.1,0.78,0.12,0.88
lying,5,39,3,47,0.12,0.8,0.08,0.92
nothin,3,42,2,47,0.08,0.86,0.06,0.94
ones,1,30,16,47,0.04,0.62,0.34,0.66
slut,3,44,0,47,0.08,0.9,0.02,0.98
beautiful,3,33,10,46,0.081632653,0.693877551,0.224489796,0.775510204
everyday,2,41,3,46,0.06122449,0.857142857,0.081632653,0.918367347
later,2,37,7,46,0.06122449,0.775510204,0.163265306,0.836734694
lmaoo,4,38,4,46,0.102040816,0.795918367,0.102040816,0.897959183
movie,5,27,14,46,0.12244898,0.571428571,0.306122449,0.693877551
perfect,1,22,23,46,0.040816327,0.469387755,0.489795918,0.510204082
running,3,27,16,46,0.081632653,0.571428571,0.346938776,0.653061224
skinny,0,44,2,46,0.020408163,0.918367347,0.06122449,0.93877551
whatever,5,37,4,46,0.12244898,0.775510204,0.102040816,0.897959184
america,13,17,15,45,0.291666667,0.375,0.333333333,0.666666667
anymore,1,34,10,45,0.041666667,0.729166667,0.229166667,0.770833334
kinda,0,33,12,45,0.020833333,0.708333333,0.270833333,0.729166666
pictures,2,38,5,45,0.0625,0.8125,0.125,0.875
taste,2,38,5,45,0.0625,0.8125,0.125,0.875
using,1,37,7,45,0.041666667,0.791666667,0.166666667,0.833333334
worried,1,42,2,45,0.041666667,0.895833333,0.0625,0.9375
aren't,5,24,15,44,0.127659574,0.531914894,0.340425532,0.659574468
cunts,5,39,0,44,0.127659574,0.85106383,0.021276596,0.978723404
negro,7,31,6,44,0.170212766,0.680851064,0.14893617,0.85106383
social,1,34,9,44,0.042553191,0.744680851,0.212765957,0.787234042
twat,0,41,3,44,0.021276596,0.893617021,0.085106383,0.914893617
working,7,32,5,44,0.170212766,0.70212766,0.127659574,0.872340426
brownie,0,5,38,43,0.02173913,0.130434783,0.847826087,0.152173913
c,1,35,7,43,0.043478261,0.782608696,0.173913043,0.826086957
chicken,5,21,17,43,0.130434783,0.47826087,0.391304348,0.608695653
dawg,1,38,4,43,0.043478261,0.847826087,0.108695652,0.891304348
don,2,35,6,43,0.065217391,0.782608696,0.152173913,0.847826087
met,0,34,9,43,0.02173913,0.760869565,0.217391304,0.782608695
p,2,33,8,43,0.065217391,0.739130435,0.195652174,0.804347826
prolly,3,40,0,43,0.086956522,0.891304348,0.02173913,0.97826087
sweet,2,28,13,43,0.065217391,0.630434783,0.304347826,0.695652174
weird,1,28,14,43,0.043478261,0.630434783,0.326086957,0.673913044
bullshit,4,38,0,42,0.111111111,0.866666667,0.022222222,0.977777778
clothes,2,34,6,42,0.066666667,0.777777778,0.155555556,0.844444445
cream,0,19,23,42,0.022222222,0.444444444,0.533333333,0.466666666
hands,1,36,5,42,0.044444444,0.822222222,0.133333333,0.866666666
huh,5,32,5,42,0.133333333,0.733333333,0.133333333,0.866666666
momma,0,37,5,42,0.022222222,0.844444444,0.133333333,0.866666666
public,2,35,5,42,0.066666667,0.8,0.133333333,0.866666667
thru,1,38,3,42,0.044444444,0.866666667,0.088888889,0.911111111
dey,3,37,1,41,0.090909091,0.863636364,0.045454545,0.954545455
fan,2,14,25,41,0.068181818,0.340909091,0.590909091,0.409090909
hungry,0,33,8,41,0.022727273,0.772727273,0.204545455,0.795454546
la,0,30,11,41,0.022727273,0.704545455,0.272727273,0.727272728
ladies,0,40,1,41,0.022727273,0.931818182,0.045454545,0.954545455
rap,0,36,5,41,0.022727273,0.840909091,0.136363636,0.863636364
realize,0,34,7,41,0.022727273,0.795454545,0.181818182,0.818181818
slope,0,4,37,41,0.022727273,0.113636364,0.863636364,0.136363637
tl,2,34,5,41,0.068181818,0.795454545,0.136363636,0.863636363
treat,1,30,10,41,0.045454545,0.704545455,0.25,0.75
truth,3,31,7,41,0.090909091,0.727272727,0.181818182,0.818181818
walking,3,32,6,41,0.090909091,0.75,0.159090909,0.840909091
f,2,29,9,40,0.069767442,0.697674419,0.23255814,0.767441861
hating,7,33,0,40,0.186046512,0.790697674,0.023255814,0.976744186
